Tweet,Class
 म्हणून हे परप्रांतीय लोंढे थांबवा आणि महाराष्ट्रातील नेत्यांनी हिंदी ची चमचेगिरी करन बं… ,1
 ए अर्धवट  काय वटवट लावली आहेस उगाच? विदर्भात किती जिल्हे… ,1
 म्हणून मनसे गप्प आहे का मुंबई च्या अपमानावर?? ,0
 हिटलर भाजप च्या गोटया चोळ्या … ,1
 मी बोचा धुताना तू काय बागायेल येत होता का रे ,1
 यांच्यावतीने उभारण्यात आलेल्या ५० ऑक्सिजन बेडचे कोविड सेंटरचे लो… ,0
 बहुजन आघाडी नाशिक जिल्हाध्यक्ष पवार यांना वाढदिवसाच्या हार्दिक शुभेच्छा ,0
 चीवसैनीक मंद असतात हे आत्ता पटलं ,1
 भक्तांची आधुनिक झासी कंगना रानावत हिचे झाशीच्या राणी बद्दलच वक्तव्य बघा   तुम्हाला लाज वाटायला पाहिजे   दळभद्री बिंडोक भ… ,1
 मराठा आरक्षणाला स्थगिती   वेदना देणारा निर्णय  न्याय व्यवस्थेवर प्रचंड विश्वास असणाऱ्या मराठा समाजावर आज अ… ,0
 आपली बहुतेक मतं वैयक्तिक पातळीवरच्या विवेकनिष्ठ विचारांमधून नाही तर आपण रहात असतो त्या समुदायाच्या सामूहिक विचारांम… ,0
 समाजहितासाठी काच फोडल्या तर अटक  बाकी पक्षांच्या कार्यकर्ते ह्यांनी तिकिटासाठी काचा फोडल्या तर गप्प  नक्की वाचा ,0
 आज   उद्या रक्तदान करण्याचा विचार आहे फोटोचा आणि याचं काही कनेक्शन नाही  फोटो छान दिसतोय असं वाटलं म्हणून टाकला कसा… ,0
 यांना पोर्टस्टार म्हणणाऱ्या नालायक जातीच्या ला महाराष्ट्रातील विशिष्ट पक्षाचे कार्यक… ,1
  सीता साली सावित्री सरहज ,1
 अरे संज्या थांब थांब  च्यायला खाट आधीच कुरकुरतेय  आणखीन हग्रलेखांचे हातोडे नको घालूस                          … ,0
  बिहार चा  कर्नाटक ची  हिमाचल प्रदेश ची आणि भांडण महाराष्ट्रात  ,0
 बारबाला इटेलियन रांड ,0
 मंद बुद्धी बघ नीट भातखळकर ,1
 एखाद्या नेत्याविरुद्ध बोलाल  तर बंगल्यावर नेऊन बडवले जाईल‌ शासनाविरुद्ध बोलाल  तर घर पाडले जाईल आणि शेवटी ग… ,0
 हो झाली सोय आत्ताच खाल्ला वडापाव आणि म्हणून मनसे गप्प आहे का… ,0
 १२ लाखाच्या कोथिंबिरीची जेवढी चर्चा होतेय तेवढीच दखल जर कवडीमोल जाणाऱ्या आणि उत्पादन खर्च पण न निघालेल्या शेतमालाची… ,0
    मराठी न्यूज चॅनल   शेतकऱ्यांच्या अविरत सेवेत   पुस्तोडे ट्रॅक्टर अँड पुस्तोडे ऍग्रीकल्चर इम्प्लिमेंट्स  … ,0
 जर खरच मानसिक समाधान ही जगातली सगळ्यात मोठी श्रीमंती असेल तर  वातानुकूलित चारचाकी  मध्ये फिरणाऱ्या नोकरदारापेक्षा… ,0
 राष्ट्रीय बेरोजगार दिवस   आत्मनिर्भर दिवस   फेकू चौकीदार दिवस   आंतरराष्ट्रीय दळभद्री  दिवस   मोती शेवटच्या वाढ… ,0
 अच्छा ते सगळे गप्प आहेत   तसेच निवडणुकीमध्ये लोकांनी मते दिली नाहीत म्हणून राज साहेब गप्प आहेत तर(… ,0
 माणूस सुधारला हे केव्हा समजायचं? जेव्हा तो जात आणि पावसात भिजून केलेली भाषणे यांना मतदानाचे निकष मानणे बंद… ,0
 प्रत्येक मुंबईकर जगतो हे जगणे  परप्रांतीयांना गोंजारण्यात धन्यता मानते  मराठी माणसाने साधी व… ,0
 मामहापौर ताई आपण आज च्या पत्रकाराशी बोलताना हिंदीत संवाद साधला महाराष्ट्राची राज्यभाषा… ,0
 ज्या भिकारचोट माणसाला बुलेटवरून दूध रतीब घालणाऱ्या माझ्या प्रिय आमदाराने राजदंड उचलून मग कानाखाली लावली होती  तो भडवा मा… ,1
 राम कदम वागण्यात चुकले नाहीत  तर बोलण्यात चुकले भाजपा मग  अजित दादा तरी कुठं भक्तांच्या तोंडात धार सोडून आले होते… ,1
 का? कारण काय? कोणाच भल होणार? शेतकऱ्यांचे ? गरिबांचे? हा धक्का दणका कोणाला? यासाठी सरकार स्थापन केल? याचे समर्थक काय स्पष्टि… ,0
 झाट कळलं नसेल त्याला ,1
 तुम्ही तर शरदची लाळ चाटतत  म्हणुन शब्द तसेच येणार  जास्ती तोंडात एका बाजूला ठेवून ,1
 दळभद्री भंगार निर्लज्ज काय काय म्हणू अजून ,1
 ३ अष्टपैलू खेळाडू जे आयपीएल २०२० मध्ये स्वतःला  फिनिशर  म्हणून करु शकतात सिद्ध ,0
 फडणवीस टीव्ही वर आले की आई म्हणते  नळावरच भांडण बंद कर  अजून एखाद्याचा किती अपमान व्हावा अध्यक्ष महोदय  ,1
 महाराष्ट्राकडून  ला बाबरी मज्जिद पाडण्यात आली आणि आज  ला महाराष्ट्र पोलिसाकडून मुंबईमधली बाबरी मशीद… ,0
 फडणवीस सरकार असताना आरक्षनाचे राजकारण करुण तोंडाला फेस येई पर्यंत आरोप करणारे तोंडात मोगरी फसल्या सारखे गप्प आहेत… ,1
 आरक्षण पडलं च आरक्षण आधीच काढलं घाई करून हरीश साळवे सारखे मराठी वकील काढून कपिल सिब्बल सारखा परप्रां… ,0
 मी पण मराठी आहे पण माझे विचार तुज्या सारखे बावळट नाही  मी सर्व… ,1
 चा उघडा पडला बोचा ,1
 आज जे हे मराठी चित्रपट सृष्टीतील कलाकार बॉलीवूड वाल्याचा चा उदोउदो करतायेत त्यांनी एवढं लक्षात ठेवावं की  ह्यांच्यामुळं… ,0
 मूर्खा  मग मी मुंबईत काम करतो आणि मी बोलायला घाबरतो असं कशाला लिहिलं? मग चिकटपट्टी भुंड्याला लावायची ना ,1
 ज्यानं हे लिहिलंय अगदी समर्पक आहे  चोर खुप हुशार असतात  जेव्हा ते म्हशी चोरतात तेव्हा सर्वप्रथम ते त्या म्हशीच्या गळ्यातील… ,0
 भिकारचोट मराठी मिडिया ,1
 आठवलं  चे ठेकेदार पूर्वी फार आक्रमक होते आता बघूया किती आक्रमक होतात नाही झाले तर समजायचे ते समजून… ,0
 मोती शेठचा वाढदिवस  राष्ट्रीय बेरोजगार  दिन म्हणून साजरा करण्यापेक्षा  आंतरराष्ट्रीय दळभद्री  दिन म्हणून साजरा करण्या… ,1
 सर्वात चांगला कॅरम बोर्ड कोणता? वाचा पुर्वा गोंधळी यांचे उत्तर ,0
 मंद सैनिकांना हे घंटा माहीत आहे काय कुठे असतं ते बस्स जीभ उचला आणि लावा टाळ्याला 🤦 ,1
 सोमवार आठवड्याच्या रेसला सुरुवात  सूर्य आहे साक्षीला ,0
 अर्णब वर हक्कभंग काय आणला … ,0
 आपल्या कार्याद्वारे समाजसेवेचा वसा असाचं चालू ठेवेल   १५ सप्टेंबर १९८३ साली ,0
  स्कॅन करून जर कोणी पैसे घेत असेल तर सावध रहा कारण काही सेकंदा मध्ये तुमचं अकाउंट  ₹ होऊ शकतं ,0
 कधी कोणत्या अपप्रवृत्ती कडून माझ्या जिवास धोका आहे असं वाटेल तेव्हा मी फक्त यांच्याकडे हक्काने मदत मा… ,0
  मध्ये आणि म्हणजे काय? त्यांच्या मध्ये फरक काय? बघा हा व्हिडिओ… ,0
 एकाला विचारलं आज किती तारीख आहे तो विचार करून म्हणाला अरे आज ९ तारीख आहे  कंगना मुंबई ला येणार आहे ना   ,0
 भारताचे पहिले अंतराळवीर राकेश शर्मा यांच्या अंतराळातील सफरीविषयी ,0
 तुझ्यासारखे दळभद्री जनतेची माथी   करत … ,1
 भक्त आंधळे असतात मूर्खा ना काही कळत नाही ,1
 गीत भिमा तुझ्यासाठी कुंकवाचा धनी ज्ञानरवि विद्वत्तेचा धन्य जगी भिमराव वर वाचा पँथर… ,0
 का? कारण काय? कोणाच भल होणार? शेतकऱ्यांचे ? गरिबांचे? हा धक्का दणका कोणाला? यासाठी सरकार स्थापन केल? याचे समर्थक का… ,0
 नासधूस झालेल पीक बिचारा ऊघड्या डोळ्यानं पाहतो अधिकारी येऊन पीकाचा पंचनामा करून निघून जातो नुकसान झा… ,0
 विशिष्ट संघी नागपूरकर आणि पाकिस्तानी पंजाब्यांमध्ये हे एक खूप मोठे सा… ,0
 तुम्ही बहुतेक चुकून मोदींच्या ऐवजी उद्धव ठाकरेंचं नाव घेतलंय जाऊदे च्यायला आपला मोर बरा आणि आपण बरे ,0
 कुंदन याचा गांडित जळत लाकुड घातल  हा कोण आहे बोचा हाण मादरचोद चा याला म्हणा पत्ता दे आयघाल्या… ,1
 भारत  ऑगस्ट  ला स्वतंत्र झाला आणि त्यानंतर तब्बल  वर्षांनी म्हणजे  जानेवारी  साली भारताला राज्यघ… ,0
 आणि त्यादिवशी सचिन तेंडुलकरने १७२६ दिवसांनी शतकाचा दुष्काळ संपवला ,0
 हुश्शसुटका झाली टाका आता बाहेर एकदाचा तो तोंडात धरून ठेवलेला मावा सांभाळून टाका आजूबाजूला ब… ,0
 मुंबई महानगरपालिकेने जेवढ्या वेळात कंगना राणावत यांचे कार्यलयाचे अतिक्रमण काढले  तेवढ्याच वेळात मुंबईतील इतर अतिक्र… ,0
 कोरोनाच्या कॉलर ट्यूननंतर आता ह्या च्या जाहिरातीने त्रास सुरू केला आहे जाहिरातींसाठी इतका पैसा मोजण्यापे… ,0
 पौर्णिमेचे चांदणे  संगीताचे स्वर  आणि  गालावरील गुलाब  सारे कधीच वाहून गेले पण आज स्मृतिग्रंथाची पाने फडफ… ,0
 समोरचा आपल्याला काय समजतो ते जाणून घेणे खूप महत्वाचं असतं नाहीतर आपण नाती सांभाळत बसतो आणि समोरचा बुद्धिबळाच्या चाली खेळून… ,0
 कोवळ्या वयात झालेल्या अत्याचारावर तरुण्यापूर्वीच होणार न्याय च्या स्वतंत्र न्यायालयामुळे क्रूरकर्मा आरोपीं… ,0
 चायचा भोसडा ह्या सर्व राजकारण्यांच्याकाय लावलाय रे झाटूजिनो किती दिवसांपासून तेच तेचते रिया सुशांतआणि आता… ,1
 महाराष्ट्राकडून  ला बाबरी मज्जिद पाडण्यात आली आणि आज  ला महाराष्ट्र पोलिसाकडून मुंबईमधली बाबरी… ,0
 साली भांड ,1
 रात्र पण एक कोडच असते सोडवाव तेव्हढ थोडच असते ,0
 यांना कोण सांगणार हो  मूर्खा बरोबर वादविवाद आपल्याला मूर्ख बनवतात  आपण यांची… ,1
 आपण सतत नाराज राहणं हा आयुष्याचा अपमान आहे आणि आपण सतत कुणाचा अपमान करणं चांगलं नाही म्हणून आनंदी रहा ,0
 जिथुन आशा वाढायला सुरुवात होत असते संपत्तीची तिथून दुर्दशा सुरू होते जीवनाची ,0
 अरे भुरट्या लाचार गुलाम माणसा फसवे आरक्षण आघाडी सरकार ने २०१४ मध्ये दिले होते फडणवीस सरकारने जे आरक्ष… ,1
 देवाभाऊंच्या मुद्देसुद भाषणाला उत्तर काय तर आशेवर दिवस ढकला आपला मास्क हीच आपली लस हात धुवा शिथिलता किंबहुना… ,0
 तुम्ही भिकारचोट वृत्त वाहिनी आहात आणि तुमच्यात दम नाही असं वाटतं  ,1
 आधी बातमी वाच रे मंद भक्ता  तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय जरा कमी तों… ,1
 अगदी अचूक हेरले आपण  अजुनही महाराष्ट्रातील जनतेला मूर्ख समजण्याची घोडचूक करत… ,1
 आज कंगणावर टीका करणारे हेच मराठीपत्रकार दिवसभर बॉलिवूड च्या बातम्या दाखवत असतातमहाराष्ट्रातले मुद्दे सोडून दिवसरा… ,0
 झेड  वाय  झेड प्लस  लोकांना दिल्या जाणाऱ्या सिक्युरिटींचे प्रकार जाणून घ्या ,0
 रिया जेल मध्ये पोहचली  कंगना मुंबईत पोहचलीपण  आणि रोजगार कुठपर्यंत पोहचलाय? हे कुणीही सांगत नाही ,0
 एका दळभद्री बाईला जास्त भाव देण्यात अर्थ नाही सरकारचं हेच चुकतंयशरद पवार ह्यांनी सल्ला दिल्या… ,1
 ला एक प्रार्थना करतो की अश्या व्यक्तीचे कव्हर नका करू तुम्ही दाखवता आणि तिला अ… ,0
 संज्याभौ रौतांचा सध्याचा ‘स्ट्राईक रेट  पाहता २०२४ च्या विधानसभा निवडणुकीत ‘शेणेला  किती जागा मिळणार? ,1
 महाराष्ट्र बाॅलीवुड मुक्त कधी होणार? जर बाॅलीवुड महाराष्ट्रात राहिला तर मराठी सिनेसृष्टी कधी समोर नाही जाणार  आता बाॅलीवु… ,0
 तरीही काही भिकारचोट जाणता राजा कस काय म्हणता काय माहित  ,1
 कदाचित शिवसेना सोडून दुसऱ्या कोणत्याही पक्षाचा मुख्यमंत्री असता तरी एखादं वाक्य तरी बोलले… ,0
 महाराष्ट्राचे माजी मुख्यमंत्री हिंदीत का बोलत आहेत? आपल्या भावना त व्यक्त करण्यास स… ,1
 केविन डी ब्रॉयना सर्वोत्कृष्ट खेळाडू ट्रेंट अलेक्झांडर अर्नोल्ड सर्वोत्कृष्ट युवा खेळाडू ,0
 मुर्खा  जिथं खाल्ले तिथच हागणार्याला चपला नको मारायला मग काय आरती ऊतरवायला हवी काय ,1
 विशिष्ट संघी नागपूरकर आणि पाकिस्तानी पंजाब्यांमध्ये हे एक खूप मोठे साम्य आ… ,0
 गुरव बाई लई रांड  लई माणसाचा पुळका तिला झवाडी साली  चु… ,1
 मॅट्रीकमध्ये चांगले गुण मिळाल्याने पुण्याच्या फग्र्युसन कॉलेजमध्ये प्रवेश त्यांना स्कॉलरशिपसह मिळाला पुढे पुण्या… ,0
 सोडले तर सर्व पंथातील लोक स्वत च्या पवित्र ग्रंथाबद्दल जागरुक असतातपठण करतातघरोघरी प्रत जतन करतात अनेक हिंदूत्ववा… ,0
 आजच्या जनता दरबारात जळगाव जिल्ह्यातील चाळीसगावचे रहिवासी माजी सैनिक सोनू महाजन आले होते २०१६ साली भाजपचे तत्कालीन आम… ,0
 छोटी पाटी⬇️  ,0
 तुझा बोचा धुवायला यायचा का सुशांत सिंग राजपूत? बिहारी डुक्कर ,1
 कंगना दीदीची कोणती रं 🤣????? ,0
 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 हसून हसून मारायचो च्यायला 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ,0
 मोहाने वेढलेला  जो थोड्याबहुत फायद्याचा हव्यास धरून भलत्या सलत्या खोट्या गोष्टी सांगतो  त्याला नीच समजावे वसल सुत्त   १६… ,1
 तुझ्या गांडित केळ घातल भेन्चोद तुझ्या शेट काय झिंनपिंग तोंडात… ,1
 बीसीसीआयने दिलेला प्रस्ताव नाकारात कॅप्टन कूल धोनीने घेतला धाडसी निर्णय ,0
 महाराष्ट्रद्रोही अशिक्षित आणि बावळट लोक पण व्यक्त होत आहेत शिक्षण धोरणा वर ,1
 फुलपाखराच्या सारखे जगणे हवे तर मग फुलपाखराइतकेच जगण्याची मुभा आहे ,0
 रेग्युलेशन ऍक्ट १७७३ साली ब्रिटिशांनी लागू केला या कायद्यांतर्गत सुरुवातीला कलकत्ता(कोलकाता) व त्यानंतर मद्रास (चे… ,0
 शरीर नेहमी उष्ण असणे  हिरड्यांतून रक्त येणे  शरिराची आग होणे  अंगावर गां… ,0
 वेळ मिळाला कि वेळ देनारे खुप असतात पण वेळ नसताना ही जे वेळ देतात तेच खरे अापले असतात ,0
 कुतूहल   जीवनासाठी ओझोन १९८५ साली अंटार्टिकावरील ओझोन होलचे अस्तित्व कळले  ,0
 हे युपी बिहारी भय्ये सगळे नपुंसक आहेत बहुतेक  ह्या लोकात कोणी भैय्या राजा महाराजा होऊन गेला नाही … ,1
 अस्मितेसाठी हिंसेचा धाक दाखवणारे लोक  प्रवक्त्यांनी अमराठी भाषेत ट्वीटल्यावर गप्प ,0
 विराटशी तुलना करणे सोडा  मी तर त्याच्या आसपासही नाही ,0
 अर त्या घंटा नाद आंदोलनाचे पुढं काय झालं रे   का अमित शहांच्या आदेशावरून सगळे त्या कंगणाला सिक्योरिटी दयायला… ,0
 भिकारचोट राजकारणानी मराठ्याचा घात केला आयुष्यात प्रथम डोळ्यात पाणी आले जबाबदारीन सांगतो हायकोर्टाचे निर्णय सुप्रिम… ,1
 मराठी भय्ये  भैय्याणी    महाराष्ट्राची भाषा मराठी आहे   देवेंद्रभाऊंनी बिहारचा रस्ता पकडलाय हे मा… ,1
 दरवर्षी दोन करोड नोकऱ्या देण्याचे आश्वासन देणाऱ्या दळभद्री सरकारला  पासून आणलेल्या  सर्वच  जॉब स्कीममधून  फ… ,1
 तू किती ही शिव्या दे नाही तर शाप दे मला झाट फरक पडत नाही तुला फरक पडला म्हणून गांड जाळून   ट्विट करतोयस सो 🤣🤣🤣🤣🤣🤣🤣🤣 ,1
 हाहा भको घटनु भन भन्ने कूरो नी बौचा बोरो  ,1
      आता आला आहे स्वस्त एक्सबॉक्स गेमिंग कॉन्सोल  अधिक माहिती ,0
 ह्याच्या पेक्षा सरस लोकं पक्षात असताना ब्राम्हण आहेत म्हणून मुख्यमंत्री झाले  पाच वर्षं सत्ता भोग… ,0
 वाह सुमित सरकारने तिला डिवचले खरच?? म्हणजे तिने मुंबई पोलीस आणि… ,1
 २०१० साली  सरकार असताना कांद्याचे भाव वाढत असल्यामुळे कांद्याची निर्यातबंदी केली  आयातकर कमी केले  पाकिस्तानातून… ,0
    मागच्या वर्षी ही कुठं काय उपटलं तुम्ही ,1
 १००    ह्या बावळट लोकांकडे दुर्लक्ष करणं हाच त्यांची बडबड बंद करण्याचा सर्वोत्तम उपाय आहे  ,1
 …म्हणूनच चेतेश्वर पुजाराला आयपीएल लिलावात खरेदीदार न मिळण्याचे दु ख नाही ,0
 आपल्याला भारतीय घटनेने दिलेले आहे  म्हणजे याचा अर्थ असा तर नाही ना होत की त्याच्या नावाखाली का… ,0
 काही का असेना या परप्रांतीयांचे मुंबईत होणारे लाड थांबवलेच पाहिजेत ते संपूर्ण उचलून दुस… ,0
 हा मंद तू झाला आहेस हे सिध्द झालं आहेआणि वेडा म्हणून तू अती शहाणा झाला अस वाटत आहे… ,1
 साहेब    मी कांदा उत्पादक शेतकरी अस्मानी अन सुलतानी तुम्ही पण याचा विरोध केलेला  साली मग आता अस का ,0
 मोदिजी तुम्हाला वाढदिवसाच्या हार्दिक शुभेच्छा♡♡♡♡♡ तेवढ आमच्या रोड च काही होतय का बघा   तुम्ही  साली आला होता ते… ,0
 करूनही जर घरात सुख शांती पैसा राहत नसेल तर फसवणुकीचा गुन्हा दाखल करता येईल का????  सहज शंका आ… ,0
 महाराष्ट्राचा विरोधी पक्षनेते आपली मते मराठीत का मांडत नाहीत? महाराष्ट्राची अस्मि… ,0
  सुशांत आत्महत्या प्रकरण  बॉलिवूडमधील ड्रग्ज कनेक्शन या विषयांपासून कंगना भरकटली   कंगनाने मुंबईची  महाराष्ट्राची  पो… ,0
 ॥ जिथे विश्वास आहे तिथे श्रध्दा भाव आहे श्रध्दा भाव आहे तिथे भक्ती आहे भक्ती आहे तिथेच प्रेम आहे ॥ सद्गुरुंच्या वचणावर वि… ,0
 नेत्रा डाऊ ताई तुम्ही भक्त आहात हे काय सांगायची गरज नाही भाई वगैरे तुमचे असतील युपी बिहार वाले  आम्ही मराठा म्णसं… ,0
  मॉर्निंगवॉकसाठी घराबाहरे पडलेल्या मुलाचा जंगलात आढळला मृतदेह स्थानिकांच्या मते मुलाला वाघाने उचलून ने… ,0
 कोल्हापूरच्या पन्हाळा तालुक्यातील काही भागात झालेला ढगफुटी सदृश्य पाऊस  २ तास झालेल्या पावसानं मोठं नुकसान झालंय ,0
 विदर्भातील पूरस्थिती मुळे झालेले नुकसान प्रचंड आहे राज्यकर्त्यांनी पूरस्थितीची म्हणावी तशी दखल घेतलेली दिस… ,0
 दळभद्री सरकार बट्याबोळ कारभार ,1
 कायम कुत्र्यासारख भुंकणारे टरबुज्या आणि चंपा   तोंडात कोणीतरी मुल्या सारख तोंड बंद करून गप्प का ? ती कंगना महारा… ,1
 लवडा बोल ,1
 गेल्या काही वर्षात हवी तशी कामगिरी न करणाऱ्या मँचेस्टर युनायटेड संघाकडून येणाऱ्या २०२० २१च्या हंगामात काय अपेक्षा आ… ,0
 अशा व्यक्तींची सोबत करा जे तुम्हाला नेहमी आठवणीत ठेवतील गरज पडल्यानंतर आठवण येणार्‍या व्यक्तिंपासून कधीही लांब राहणे चांगलेच ,0
 फुलली ही शेवंती फुललंय मळा बघा मंद झुळूक येता कसा उळतोय हा झगा  ,0
 अनेक आंतरराष्ट्रीय स्पर्धांमध्ये भारताला पदकांनी समृद्ध करणाऱ्या पॅरा बॅडमिंटनपटू सुकांत कदम याचा आज जन्मदिवस २७ व्या वाढ… ,0
 जीवनात एक तरी असा मित्र बनवा जो आपले दुःख न विचारता फक्त आपल्या हावभाव व चेहऱ्यावरुन ते ओळखू शकेल  ,0
 ही असं जर इतर तमिळनाडू कर्नाटक राज्यात बोलली असती तर तिथले लोकच रस्त्यात धरून तुकडे तुकडे केले अस… ,1
 आपलं कर्तुत्व सिद्ध झालं की संशयाने‌ बघण्याऱ्याचा नजरा आदराने झुकतात ,0
 मंदीत संधी साधणारे मंद   ,1
 राग आणि अश्रू हे दोन्ही एकाच वेळी एखाद्या व्यक्तीवर तेव्हाच येतात जेव्हा आपल्याला त्या व्यक्तींची स्वतःहून जास्त का… ,0
 आपने काफी पुच्ची मेने मला पुची ,1
 लवकर बरे व्हा काका  ,0
 कंगनानं अनधिकृत बांधकाम केलं  ते अधिकृत दाखण्यासाठी पालिकाच्या संबंधित अधिका यांनी लाच मागितली असणार त्यानंतर कंगनानेही ख… ,0
 ट्विटरवर जे लोक टीएलवर      याविषयांवर सर्वात जास्त ट्विटस करत असतात  तेच लोक सर्वात जास्त इतर… ,0
 गणेशभक्तांच्या धार्मिक भावना दुखावल्याने च्या कार्यकर्त्यांची पुणे पोलिसांत तक्रार कृत्रिम हौद म्हणून कचरापे… ,0
 माफ करा  माफ करा  थोड्या जास्त ट्विट केल्या या विषयावर पण भाषणच तसे धुंवाधार होत आहे काय झोडला ए आरे विषयावर  आज ,0
 सरकार आणि विरोधी पक्षांनी याबद्दल बोललं पाहिजे ते कंगनाचे काय ते कायद्याने होउदे सरकार  व्यवसाय वाढी साठी काय करत आहे हे… ,0
 हा तमाशा सुरु केला भाजपवाल्यानीं केवळ दळभद्री राजकारण करत बिहार जिंकण्यासाठी  ,1
 या दळभद्री मध्ये काय बघितलं सुशांत ने ,1
 आयुष्य खूप सोपं आहे आपण ते विनाकारण अवघड करुन ठेवतो ,0
 ढेचू ढेचू मंद गर्दभ  ,1
 कशाला झाशीची राणी उपमा देता ह्या बावळट बाई ला त्यांच्या नखाची सर तरी येईल का ह्या बेवडी ला ,1
 आरे ही रांड का एवढी भरी आहे का रे   कोण पण ह्याचं च सुरू आहे  आरे तुमचं चाललाय तरी काय नुसते गांदू धंदे ,1
 हो रे नकट्या मग त्या अधिकारी पदावर काम केलेल्या थेरड्याला एवढी अक्कल असू नये कि घटनात्मक पदावरील… ,0
 मराठी अस्मिता म्हणजे फक्त मराठी भाषाचा का  इथले महापुरूष  इथले लोकं शहरं   इथल्या मुली  उत्सव हे मराठी अस्मिता… ,0
 जेंव्हा भक्त देवाचं करतो  तेव्हा देव त्याचं रक्षण करतो आणि जेव्हा भक्त देवाचं स्मरण नाही करत तेंव्हा पण देव… ,0
 एकेकाळी तमाशा प्रधान फक्त मराठी सिनेमा होता आणि शेतीप्रधान देश  आता सगळा देश तमाशा प्रधान झालायप्रत्येक गोष्टीचा त… ,0
 समस्त मराठा समाजाचे अभिनंदन  महाआघाडी सरकार  मराठ्यांचे सरकार  ,0
  पारावर च्या एक्सपर्टस कडून पण ऐकेल पवार साहेब म्हणजे चाणक्य   त्यांचा इतक्या वर्षा चा अनुभव   भाजपा ची जिरावली … ,0
 ताई मराठी मध्ये सांगितलं असत तरी चाललं असत मुख्यमंत्री साहेबांना मराठी चांगली जमते अस… ,0
 तीन हजार आठशे चारशे म्हणून एखाद्याला हसण्यापुर्वी आपण किती चुका करीत असतो हे एकदा पाहायला हवे ,0
 समुद्रातलं सगळं पाणी कोणत्याही जहाजाला बुडवू शकत नाही  पण त्या जहाजानं जर ते पाणी आत येऊ दिलं तर ते जहाज  बुडवल्या… ,0
 अनधिकृत कामांवर कारवाई करायला राजकीय टीका करायची वाट का पहावी? पुढे कोणी दुसरा… ,0
 करून दाखवलं  तोडून दाखवलं  उखाडून दाखवलं ,1
 इयत्ता ९वी ते १२वीच्या शाळा सुरु करण्यासंदर्भात केंद्रीय आरोग्य मंत्रालयाच्या मार्गदर्शक सूचना निर्गमित   … ,0
 अंडरवर्ल्ड मधे दाऊत आणि महाराष्टात संजय राऊत ,0
 या जगात ए टू झेड सगळे काही ना काही गुन्हा करतात ९९ टक्के लोक तर गांधीजींची ३ माकडं असतात गुन्हा होताना डोळे झाकले… ,0
 अरे अर्णव कशाला तुझ्या अंडाच्या शिरा ताणतोय रे आईघाल्या हा अर्णव म्हणजे  चा कुत्रा आहे बोटी फेक… ,1
 दादासाहेब फाळके असे त्यांच नाव आहे काहीही नावं लिहुन कोणाचा अपमान करु नये म्हणे मी मराठा महारा… ,0
 एकच मंद गोपीचंद ,1
 माहिती आहे का महाराष्ट्रात पण लोकशाही जी… ,0
 छत्रपती शिवाजी महाराज ह्यांची तुलना कोणाशीही होऊ शकतच नाही तरी सुद्धा मध्येच काही बावळट काही तरी उपद्व्याप करत असतात तरी… ,0
 गॉगल असावा  गुच्ची  मनोरमाच्या आई ची   पुच्ची    ,1
 बाईंनी फुकला मनाली माल  बाई बावळट झाली ,1
 सुशांत बिहारचा रिया बँगलोरची कंगना हिमाचल प्रदेशची आणि भांडणं महाराष्ट्रात आरं कुठं नेऊन ठेवलाय महाराष्ट्र मा… ,0
 कंगना आली आणि + सुरक्षा घेऊन मागच्या दाराने पळून गेली ये डर होना चाहीये ,0
 २०१६ साली भाजपचे तेव्हाचे आमदार व आताचे खासदार उन्मेष पाटील व इतरांनी माजी सैनिक सोनू म… ,0
 चार्जशीट म्हणजे नेमकं काय? ती  दाखल  व्हायला एवढा वेळ का लागतो? जाणून घ्या ,0
 कंगना सारख्या परप्रांतीय लोकांची आणि माणसाला बदनाम करण्याची हिम्मत वाढली  त्यासाठी उद्धव… ,0
 तोंडात शेण भरल्यावर काय बोलणार ,1
 एक अभिनेत्री महाराष्ट्रापेक्षा मोठी नाही  आणि एक राजकीय कुटुंब म्हणजे महाराष्ट्र नाही बाकी चालू द्या तुमचं जय… ,0
